Version	new_team_rating	new_season_adjustment	hga_alpha	hga_beta	pred_p	adjust_k_early	adjust_k_normal	adjust_k_finals	Margin2016	Predict2016	Margin2017	Predict2017
Default	1090	0.1	6	15	0.0464	82	62	72	29.901071270962387	0.6806491120636865	29.0878131778757	0.6086956521739131
Margin	1292.0018089935184	0.32581335329450667	1.3286162726581097	12.889842330478132	0.027036478673107923	91.55012224800885	62.215475854463875	33.23075072839856	29.822636937016906	0.6843233312921004	28.944784301419016	0.6280193236714976
Balanced	1283.844583434984	0.38526809215545654	2.887511677108705	2.0980659034103155	0.02037225146777928	91.65398080367595	42.22123974468559	80.46290660277009	29.763840383198133	0.6812614819350888	29.226556165843515	0.6135265700483091
Prediction	1106.144870103773	0.5413252304027566	2.054504820908991	5.682771704994299	0.07800568569813345	55.388188131122156	37.75357144643807	43.461381174144606	32.51407874677106	0.6895284751990202	30.17565504228614	0.6231884057971014
